SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533151,D B CORP    ,B ,Q,299.65,299.65,287.4,288.95,290.75,292.35,605,12121,3515147,
533152,MBLINFRA    ,T ,Q,48.7,49.62,48.7,49.5,49.5,48.65,63,43759,2169323,
533155,JUBL FOOD   ,A ,Q,530.15,531.85,523.35,525.7,526.5,527.8,3668,78805,41477110,
533156,VASCON ENG  ,B ,Q,75.72,75.93,73.36,73.79,73.69,75.43,1290,127690,9512351,
533158,THANGAMAYIL ,B ,Q,1386.1,1386.1,1355,1372.9,1373,1361.05,471,4664,6378778,
533160,D B REALTY  ,A ,Q,204,222.5,202,222.5,222.5,202.3,3800,685718,150840232,
533161,EMMBI       ,B ,Q,112.25,118,110.8,116.1,115.7,112.4,872,28645,3297338,
533162,HATHWAY CAB ,B ,Q,24.75,24.93,24.05,24.12,24.12,24.65,6070,2551474,62165685,
533164,TEXMO PIPES ,B ,Q,82,85.62,80.22,83.32,83.83,81.5,1485,144396,12116952,
533166,SUNDARAMMUL ,T ,Q,3,3,2.95,2.99,2.99,2.97,91,172174,515004,
533168,ROSSELL IND ,B ,Q,469.7,473.5,458,458.05,458,465.4,141,1790,823497,
533169,MAN INFRA   ,A ,Q,227.1,230.35,224.4,227.6,227.35,226.2,1700,87703,19897659,
533170,TAMBOLIIN   ,X ,Q,155,160,155,157.65,157,154.9,48,9605,1522754,
533177,IL&FS TRANS ,Z ,Q,5.96,5.96,5.96,5.96,5.96,6.08,26,21346,127222,
533179,PERSISTENT  ,A ,Q,7501.1,7745,7492.45,7650.3,7650.3,7391.05,4672,25373,193652774,
533181,INTRASOFT   ,B ,Q,131.5,149.55,131.5,137.7,137.7,128.65,3716,72957,10444586,
533192,KCP SUGAR IN,T ,Q,36.24,36.24,35.55,35.55,35.55,36.26,105,45914,1642820,
533193,KIRLOSKAR EL,B ,Q,128.35,128.35,124.05,124.3,124.5,125.25,1390,125639,15829069,
533202,SATCH       ,X ,Q,4.23,4.23,4.2,4.23,4.23,4.03,264,419414,1773180,
533203,TARAPUR TRA ,T ,Q,5.78,5.79,5.57,5.58,5.58,5.68,35,26902,153579,
533206,SJVN        ,A ,Q,94,95.4,93.6,94.22,94.22,93.2,11342,3057243,288571075,
533208,EMAMI PAPER ,B ,Q,121.25,121.25,118.6,118.9,118.9,119.1,348,5480,656072,
533210,KRITI NUTRI ,B ,Q,113.3,114,112,113.41,113.92,113.26,159,9931,1124112,
533212,GKB OPHTHA  ,X ,Q,98,99.95,98,98.75,98.8,98.8,40,6989,691408,
533217,HMVL        ,B ,Q,105.99,106.11,100.7,102.08,102.08,104.44,858,43669,4532711,
533218,EMAMIREAL   ,T ,Q,121.6,126.3,121.55,123.3,123.3,125,71,4497,554123,
533227,ASIAN HTL E ,B ,Q,155.7,155.7,149.3,151.65,151.65,150,184,8605,1308862,
533229,BAJAJCON    ,A ,Q,228.55,229.6,225.85,226.2,226.2,228,1108,36791,8354830,
533230,HDFCGOLD    ,E ,Q,54.35,54.6,54.26,54.54,54.55,54.35,323,74711,4069815,
533239,PRAKASHSTL  ,T ,Q,15.8,15.84,15.55,15.84,15.84,15.09,1883,1278618,20222025,
533244,GOLDIETF    ,E ,Q,54.45,54.64,54.32,54.51,54.57,54.43,319,19312,1052113,
533248,GPPL        ,A ,Q,167.05,168.5,164.05,165.65,165.65,165.2,8473,891444,148317330,
533252,WELSPUN INV ,T ,Q,658.95,658.95,631,631,631,646,4,24,15675,
533259,SASTASUNDR  ,B ,Q,434.3,434.3,419.5,422.4,421.6,431.6,200,1474,628140,
533260,CAREERP     ,B ,Q,233.5,237.9,229.05,235.3,234.2,232.05,337,5350,1248260,
533261,EROS MEDIA  ,B ,Q,27.43,27.58,26.13,26.53,26.53,27.28,629,117505,3172492,
533262,RAMKY INFRA ,B ,Q,786.95,789.15,776.65,778.45,778.6,784.5,492,6165,4813883,
533263,GREENPOWER  ,B ,Q,24.39,24.39,23.75,23.79,23.79,23.93,3398,777859,18577345,
533267,CANTABIL    ,B ,Q,256.05,260.8,255.25,257.5,257.5,258.95,527,10531,2713083,
533268,SEATV       ,XT,Q,8.68,8.68,8.51,8.51,8.51,8.68,27,2295,19847,
533269,VATECH WABA ,A ,Q,651.6,662.3,638.25,642.55,640.1,648.3,1193,24754,15983756,
533270,BEDMUTHA IN ,B ,Q,217.15,222.45,208.65,214.9,214,217.15,325,10549,2248139,
533271,ASHOKA      ,A ,Q,162.2,164.4,160.95,161.65,161.9,162.5,2037,186205,30276045,
533272,JWL         ,A ,Q,356.55,361.45,351.1,353.95,353.95,354,6637,242898,86903532,
533273,OBEROI REAL ,A ,Q,1551.5,1578.8,1529.9,1540,1536.45,1545.8,1921,23821,37166230,
533274,PRESTIGE    ,A ,Q,1376.55,1411.45,1356.8,1384.7,1384.7,1377.2,1983,17915,24832830,
533275,SHAH        ,T ,Q,4.74,4.74,4.74,4.74,4.74,4.83,142,141322,669866,
533278,COAL INDIA  ,A ,Q,385.3,385.65,379.6,381.1,381.1,384.15,7377,932518,355139106,
533282,GRAVITA     ,A ,Q,1026.45,1031,1008.7,1017.45,1019.95,1023.05,874,7112,7246360,
533284,RPP INFRA   ,T ,Q,137.25,137.25,137.25,137.25,137.25,134.6,87,23847,3273000,
533285,RDB REALTY  ,X ,Q,90.7,92.2,88.1,89.62,90.84,89.6,137,16102,1455677,
533286,MOIL LTD    ,A ,Q,312.35,312.5,308,308.55,308.55,310.9,2017,78058,24163623,
533287,ZEE LEARN   ,T ,Q,8.43,8.43,8.43,8.43,8.43,8.6,79,32374,272912,
533289,KESAR TERMI ,XT,Q,97.93,97.93,97.93,97.93,97.93,96.01,18,4210,412285,
533292,A2ZINFRA    ,T ,Q,14.25,14.25,14.25,14.25,14.25,14.54,34,18204,259407,
533293,KIRLOIL ENG ,A ,Q,706.4,714,689,705.3,705.3,699.7,1390,14970,10524670,
533294,RAVI KUMAR  ,T ,Q,25.15,25.15,25.15,25.15,25.15,24.66,18,7149,179797,
533295,PUNJABNSIND ,B ,Q,42.93,45.14,42.93,44.55,44.55,42.88,4899,1075755,47881080,
533296,FMNL        ,B ,Q,8.64,8.64,8.23,8.64,8.64,8.23,585,765974,6596693,
533298,SURANASOL   ,T ,Q,37.95,38,36.5,36.81,37,36.97,337,38922,1449931,
533301,SHEKHAWATI  ,T ,Q,1.32,1.32,1.32,1.32,1.32,1.3,8,46350,61182,
533302,KALYANI INV ,B ,Q,3462.25,3466.4,3400,3411.05,3413.25,3446.2,74,181,621654,
533303,BF INVEST   ,B ,Q,573.85,573.85,550,551.8,551.8,564.05,572,7865,4382322,
533306,SUMMIT SECU ,B ,Q,1238,1276.8,1238,1249,1254.75,1262.95,142,519,653161,
533315,INNO INVEST ,X ,Q,24.25,26,23.4,24.3,24.3,23.95,88,9588,231232,
533316,STEL        ,B ,Q,310,310,302.2,302.8,303.4,302.15,50,526,159305,
533317,OMKAR SPC   ,Z ,Q,9.5,9.8,9.11,9.49,9.5,9.44,70,34133,326495,
533320,JUBILNT IND ,B ,Q,603.5,606.25,600.05,601.4,604,602.5,191,1090,657622,
533326,TEXMACO RAIL,A ,Q,184.4,187,181.6,182.2,182.2,183.55,4547,351814,64773809,
533329,IND TERRAIN ,B ,Q,74,78,71.09,75.88,75.88,71.37,793,68513,5202883,
533333,FINEOTEX  CH,A ,Q,352.75,357.65,343.1,346.25,346.25,350.7,2744,63944,22412637,
533336,DHUNINV     ,B ,Q,1260.75,1400,1240,1265.55,1265.8,1263.55,190,1327,1713292,
533339,ZEN TECH    ,A ,Q,765,782,765,769.8,769.8,763.5,2150,28968,22360062,
533343,LOVABLE     ,B ,Q,168.95,168.95,161,161.4,162.6,163.35,545,12867,2113788,
533344,PTCFIN SER  ,B ,Q,44.75,44.99,43.45,43.66,43.66,44.54,1969,257940,11441723,
533385,MON100      ,E ,Q,136.18,136.18,135.6,135.74,135.71,136.18,232,8525,1157641,
533398,MUTHOOT FIN ,A ,Q,1491.4,1494.1,1463.65,1473.5,1475.6,1488.8,628,4578,6751268,
533400,FCONSUMER   ,T ,Q,0.9,0.9,0.9,0.9,0.9,0.9,418,1280339,1152305,
533407,CIL NOVA    ,XT,Q,29.99,31.48,29.99,30,30,29.99,48,7024,216763,
533408,BSLGOLDETF  ,E ,Q,55.77,56.05,55.56,55.74,55.97,56.01,141,4253,236796,
533427,VMS INDUSTR ,XT,Q,48.99,48.99,48.51,48.55,48.55,49.49,72,38859,1887854,
533451,KARMA ENERG ,T ,Q,80.6,80.6,80.6,80.6,80.6,79.02,8,534,43040,
533452,DELPHIFX    ,B ,Q,313.5,314.35,306.5,313.4,310,313.5,399,7739,2403994,
533470,RUSHIL DECOR,B ,Q,389.35,389.35,376.85,377.4,378.5,376.95,370,6157,2337615,
533477,ENKEI WHEEL ,X ,Q,593.75,593.75,571.6,579.45,573.75,572.05,68,1572,917088,
533482,KRIINFRA    ,T ,Q,5.27,5.27,5.26,5.27,5.27,5.02,100,48697,256620,
533506,INVENTURE   ,T ,Q,3.1,3.35,3.08,3.16,3.16,3.23,902,1373339,4397855,
533519,LNT FH      ,A ,Q,169.85,169.85,166.65,167.05,167.05,168.55,3077,236585,39736018,
533520,YAARI       ,B ,Q,15.1,15.26,14.66,15.26,15.26,14.54,1244,532797,8079323,
533540,TREE HOUSE  ,B ,Q,26.62,26.62,24.19,24.21,24.2,25.46,326,14562,359597,
533543,BROOKS LABS ,B ,Q,181,181,171,171.45,171.3,174.25,258,3829,663509,
533552,RUPA & CO   ,B ,Q,273.15,273.8,270.3,271.45,272.15,271.15,400,9468,2573050,
533553,TD POWER    ,A ,Q,287.85,288.65,282.4,283.35,283.35,286.5,1491,44008,12502150,
533570,AXISGOLD    ,E ,Q,53.14,53.31,52.84,53.09,53.02,52.91,144,6276,332475,
533573,ALEM PHARMA ,A ,Q,846.1,885,839.85,881.1,881.1,836.15,2506,41403,35892433,
533576,VASWANI IND ,B ,Q,33.3,33.66,32.39,32.57,32.52,33.12,233,16305,536782,
533581,PG ELECTRO  ,A ,Q,2194.75,2194.75,2150,2157.3,2157.3,2172.25,452,1517,3278449,
533602,LESHAIND    ,X ,Q,4.93,5,4.81,4.89,4.91,4.92,788,308620,1516651,
533608,RDB RASAYAN ,X ,Q,154,154,144.5,145.95,145.95,146.3,165,17605,2603310,
533629,TIJARIA PPL ,B ,Q,7,7.28,6.7,6.94,6.94,7.02,316,53389,377148,
533632,ONELIFE CAP ,T ,Q,17.1,17.45,16.7,17.08,17.43,17.02,45,8892,151820,
533638,FLEXITUFF   ,B ,Q,51,52.25,50,51,50.98,51.5,216,3175,160585,
533655,TRIVENITURB ,A ,Q,398.9,405.25,396.6,403.45,403.7,397.9,552,11049,4430822,
533676,INDO THAI   ,B ,Q,235.8,242,235.8,240.3,241,233.8,139,2182,523163,
533704,ESSAR SHIP  ,B ,Q,33.21,33.6,32.41,32.51,32.51,32.74,314,47747,1582379,
533719,LICMFGOLD   ,E ,Q,5656,5696.4,5656,5684.05,5684.05,5701,4,4,22731,
533758,APL APOLLO  ,A ,Q,1570.7,1589,1550,1552.25,1552.25,1569.8,946,10358,16257775,
533761,GPT INFRA   ,T ,Q,163.3,163.3,163.3,163.3,163.3,160.1,15,2338,381795,
533896,FERVENTSYN  ,X ,Q,21.65,22.17,21.01,21.94,21.94,21.12,95,15300,334623,
533941,TSIL        ,T ,Q,245.75,245.75,245,245.75,245.75,240.95,25,15424,3788530,
533982,TERASOFTWARE,B ,Q,63.44,64.7,62.35,62.68,62.68,62,225,11884,754802,
534060,PMCFIN      ,XT,Q,2.89,2.89,2.89,2.89,2.89,2.94,609,552883,1597831,
534063,FUT SOL     ,X ,Q,83.79,83.79,76,83.42,83.5,79.8,24,360,28813,
534064,AIML        ,X ,Q,42.51,43.85,41.31,41.49,41.5,42.32,190,75325,3141029,
534076,RHIM        ,A ,Q,799.45,799.45,776.3,783.7,783.75,780.45,947,10681,8346606,
534091,MCX LTD     ,A ,Q,3169.15,3182.95,2994.75,3060.05,3060.05,3162.2,4102,33039,100999668,
534139,SCHNEIDER   ,A ,Q,435.05,449,431.15,435.95,438.15,434.9,1710,38293,16761258,
534190,OLYMPIC     ,XT,Q,4.8,4.8,4.45,4.74,4.75,4.66,49,8730,40525,
534309,NBCC        ,A ,Q,92.94,94.37,91.02,91.42,91.42,92.37,14886,2999836,277526311,
534312,MT EDUCARE  ,T ,Q,4.1,4.22,4.01,4.22,4.22,4.02,88,114004,476413,
534328,HEXATRADEX  ,B ,Q,156.45,159.3,152.6,158.7,158,153.55,30,464,72737,
534338,MAXHEIGHTS  ,X ,Q,55.9,55.9,51.65,54.06,54.5,54.77,215,23596,1253296,
534369,TBZ LTD     ,B ,Q,142.85,143.9,136.45,136.9,136.95,140.05,1402,53780,7475322,
534392,VSSL        ,B ,Q,219.55,222.55,218.9,219.4,218.9,218.45,389,5528,1214704,
534422,LOOKS       ,X ,Q,7.21,7.21,6.86,6.91,6.91,7.21,51,13560,95196,
534425,SPECIALITY R,B ,Q,205.95,208.45,205.1,206.85,206.95,203.9,262,5000,1035997,
534532,LYPSA GEMS  ,T ,Q,7.01,7.01,6.85,6.85,6.85,6.87,38,19579,135209,
534597,RTNINDIA    ,A ,Q,85.79,86.9,83.74,84.23,84.23,85.36,4786,699516,59316615,
534598,SAMPANN     ,T ,Q,22.77,25.14,22.76,24.79,25.14,23.95,186,85482,1966593,
534600,JTLIND      ,A ,Q,265.35,267.45,246.1,247.6,247.6,261.2,3925,289986,74480073,
534612,AMTL        ,XT,Q,55.01,55.01,55.01,55.01,55.01,56.13,100,3745,206012,
534615,NECC LTD    ,T ,Q,30,30.25,30,30.25,30.25,30,85,39866,1203842,
534618,WAAREERTL   ,T ,Q,2460,2460,2337.8,2361.4,2361.4,2460.8,6608,68433,162061092,
534623,JUPITER INFO,X ,Q,44.8,50.2,43.73,50.2,50.2,41.84,1099,303858,14771048,
534639,VINAYAK POL ,X ,Q,25.98,25.98,23.76,23.76,23.76,24.75,6,257,6264,
534674,DUCON       ,T ,Q,11.38,11.69,11.25,11.43,11.5,11.34,325,138246,1582087,
534675,PROZONER    ,B ,Q,38.48,42.63,37.66,41.25,41.25,38.24,2632,618257,25394516,
534680,SRG HFL     ,B ,Q,275.25,278,260.35,275.8,278,274.2,14,29,7997,
534691,COMFORT COM ,XT,Q,23,23,22,22.36,22.5,22.22,29,2471,55557,
534708,SHANTIGURU  ,MT,Q,12.68,12.68,11.75,12.68,12.68,12.08,21,90000,1113990,
534732,CASPIAN     ,X ,Q,37.5,37.5,35.59,36.81,37.19,36.5,123,27146,1001115,
534733,AERPACE     ,XT,Q,6.05,6.05,6.05,6.05,6.05,5.94,16,26803,162158,
534741,VIRTUAL GLO ,XT,Q,1.15,1.19,1.15,1.15,1.15,1.21,1120,1666733,1917025,
534742,ZUARI AGRO  ,B ,Q,208.45,241.55,208.1,230.65,230.65,207.7,7384,352161,80823894,
534748,STEEL EXCH  ,B ,Q,13.17,13.17,12.76,12.81,12.81,13.03,2797,1196502,15419970,
534755,TRIO MERCAN ,X ,Q,1.14,1.14,1.14,1.14,1.14,1.09,103,551397,628592,
534758,CIGNITI TECH,A ,Q,1050.05,1095,1050,1059.2,1059.2,1044.4,1353,15277,16397546,
534796,CDG         ,XT,Q,41.35,41.35,41.35,41.35,41.35,42.19,13,2185,90349,
534804,CARERATING  ,A ,Q,975.45,979.45,968,975.2,977.45,962.75,306,2124,2066076,
534809,PC JEWELLER ,B ,Q,60.5,60.5,58,58,58,61.05,3255,730241,42673604,
534816,INDUSTOWER  ,A ,Q,216.35,218.1,214,216.35,216.35,214.55,2760,236714,50990524,
534976,VMART       ,A ,Q,2096.65,2124.85,2082,2088.8,2090.6,2120,409,1617,3397085,
535136,NIBE        ,X ,Q,771.4,824,771.4,792.25,792.25,794.4,2379,101036,80958532,
535204,MUKTA       ,XT,Q,4.1,4.1,4.07,4.07,4.07,4.28,71,36565,148892,
535205,MYSTICELE   ,X ,Q,5.34,5.36,5.1,5.36,5.36,5.11,181,32540,171600,
535267,COM FINCAP  ,X ,Q,11.43,11.43,11.05,11.18,11.23,11.21,556,145939,1626910,
535276,SBISENSEX   ,A ,Q,772.02,786,772.02,784.61,784.33,776.17,197,26298,20516817,
535279,BOTHRA MET  ,MT,Q,9.85,9.85,9.85,9.85,9.85,10.36,1,4000,39400,
535322,REPCO HOME  ,A ,Q,416.7,441.85,416.7,431.4,431.4,416.4,2387,51347,22142265,
535387,LAKHOTIA POL,XT,Q,39.7,41.68,39.7,39.7,39.7,39.7,19,1821,74459,
535431,GCM SECU    ,T ,Q,0.95,0.95,0.95,0.95,0.95,0.94,95,622316,591200,
535458,NRB IND BEA ,T ,Q,40.82,42.6,40.82,41.6,41.6,41.65,23,1604,67363,
535566,KIFS FSL    ,X ,Q,164,164,159.35,163.85,163.95,159.3,9,104,16891,
535601,SREELEATHER ,B ,Q,377,380.3,365.5,368.4,368.4,374.8,327,1177,440908,
535602,SHARDA MOTOR,B ,Q,1414.05,1447,1407.55,1420.15,1417.75,1419.5,858,5402,7684745,
535621,SV GLOBAL   ,X ,Q,96,102.86,94,100.97,102.86,93.51,41,7887,794040,
535648,JUSTDIAL    ,A ,Q,882,897.05,864.45,871.65,871.65,881.1,3487,62577,55229754,
535657,OONE        ,XT,Q,21.65,21.7,20.4,21.18,21.18,20.77,59,16048,338980,
535667,IFINSEC     ,XT,Q,77,77,77,77,77,75.5,5,291,22407,
535693,BRAHM INFRA ,XT,Q,70.4,70.4,70.4,70.4,70.4,69.02,46,21442,1509516,
535719,QUEST SOFTEC,XT,Q,50.73,50.73,50.73,50.73,50.73,53.4,26,5074,257404,
535730,KHOOBSURAT  ,X ,Q,1.91,2.05,1.88,1.94,1.94,1.91,1829,2167924,4241436,
535754,ORIENT CEM  ,A ,Q,271.05,286.35,269.3,283.4,282.85,268.3,2723,79023,22258370,
535755,ABFRL       ,A ,Q,234.9,236.45,232.45,233.1,233.1,234,2721,272078,63784870,
535789,IBUL HSG FIN,A ,Q,225.4,227.7,220.35,221.65,221.65,224.5,5525,686030,153715437,
535910,MMLF        ,M ,Q,70.2,75.5,69,75.5,75.5,75.62,3,7500,536750,
535916,ALSL        ,M ,Q,25.4,26.98,25.4,26.98,26.98,25.7,5,40000,1059120,
535917,GCMCOMM     ,M ,Q,5.09,5.09,5.09,5.09,5.09,4.85,1,6000,30540,
535958,ESSENTIA    ,T ,Q,6.78,6.78,6.78,6.78,6.78,6.46,472,1882054,12760326,
536073,JULIEN      ,X ,Q,26,27.1,26,26.06,26.06,26,131,60639,1615777,
536264,TIGER LOGS  ,X ,Q,855,870,841.5,845.9,845.9,852.65,795,31333,26814539,
536493,JKAGRI GEN  ,X ,Q,412,420,408,410.3,410,412.15,43,1506,621670,
536507,FUTLIF FAS  ,Z ,Q,2.84,2.85,2.79,2.8,2.8,2.84,325,748481,2117776,
536565,TRIMURTHI   ,XT,Q,12.08,12.71,12.08,12.71,12.71,12.71,9,1210,14618,
